MEAN_DEMAND,LEAD_MODE,DISRUPT_DAYS,Method,Run,fill_rate,cost,lost_demand,bullwhip
15,3,90,DQN_1200,14,80.44848035581913,82563.5,1055,17.655970188371843
15,3,90,DQN_1200,15,84.18842431988315,85288.0,866,17.69157443084834
15,3,90,DQN_1200,16,84.26199261992619,86325.0,853,19.74555096752675
15,3,90,DQN_1200,17,84.7785634536658,82598.0,818,20.118619897475465
15,3,90,DQN_1200,18,84.99367203037426,80589.5,830,18.56744757536532
15,3,90,DQN_1200,19,85.22542096686584,88474.5,816,19.25438181597974
15,3,90,DQN_1200,20,84.3130248347329,81054.5,878,19.802426886365573
15,3,90,DQN_1200,21,85.58189271074674,84427.5,809,18.635373961761257
15,3,90,DQN_1200,22,77.43685687558465,88691.5,1206,16.374533637584207
15,3,90,DQN_1200,23,84.03020814146251,87230.5,867,18.21577885685873
15,3,90,DQN_1200,24,84.56191695628316,88457.0,844,17.532320099649166
15,3,90,DQN_1200,25,81.59140568099053,91616.5,1011,16.822899440369497
15,3,90,DQN_1200,26,80.06146059291396,80115.0,1103,18.542771244393467
15,3,90,DQN_1200,27,81.96779331091842,85675.0,1019,18.27570453137432
15,3,90,DQN_1200,28,74.53954496208017,83440.5,1410,18.675207368013847
15,3,90,DQN_1200,29,84.57927049476345,81149.5,854,17.591089369919406
15,7,60,DQN_1200,0,94.65120628389752,118579.5,286,18.406731956605565
15,7,60,DQN_1200,1,92.53541590991644,118147.0,411,18.54634662583705
15,7,60,DQN_1200,2,97.06887250494516,119334.5,163,18.39170552317108
15,7,60,DQN_1200,3,95.39497633782308,118905.5,253,18.39170552317108
15,7,60,DQN_1200,4,94.5349258052841,118143.0,302,18.338981939712475
15,7,60,DQN_1200,5,95.97753216162349,118968.5,222,18.08634240449206
15,7,60,DQN_1200,6,93.84196185286105,117839.0,339,18.56879506381537
15,7,60,DQN_1200,7,93.26611451206338,117186.5,374,18.54634662583705
15,7,60,DQN_1200,8,95.29830810329474,118956.5,264,18.31952999419217
15,7,60,DQN_1200,9,95.2613492494122,118500.0,262,18.131936556464986
15,7,60,DQN_1200,10,95.41071428571428,119713.0,257,18.03036713403051
15,7,60,DQN_1200,11,95.25013545241106,119235.0,263,18.35227928626137
15,7,60,DQN_1200,12,94.08037653874004,118346.0,327,18.535213452693533
15,7,60,DQN_1200,13,94.36672262637568,118367.0,302,18.338981939712475
15,7,60,DQN_1200,14,95.15680089070328,118977.0,261,18.150348924261312
15,7,60,DQN_1200,15,95.62351217725691,118421.0,239,18.35227928626137
15,7,60,DQN_1200,16,94.22147900408773,117050.0,311,18.560304253334746
